custid,region,townsize,gender,age,agecat,birthmonth,bday,byear,ed,edcat,jobcat,union,employ,income,empcat,retire,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,bmnth
3150-TTLLQM-2FG,3,4,1,64,5,January,19,52,15,3,1,1,6,46,3,0,3.8286413964891,2,26.9,4.157664,1.42495337808986,8.216336,2.10612436760309,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,22,4,2,1,0,18.9,1,0,1,1,1,17,1,0,0,0,0,0,0,0,0,1,9,5,1,0,0,1,4,1,0,27,5,4,3,3,0,21,5,9,669.38,6,255.07,0,1,56,0,16.3,2.79116510781272,949.15,6.85556684723655,1,28.75,3.35863776724336,1607.15,7.38221770301182,0,0,#NULL!,0,#NULL!,1,8,2.07944154167984,400,5.99146454710798,0,0,#NULL!,0,#NULL!,1,0,0,0,1,1,0,1,0,1,22,1,1,1,0,0,0,0,0,1,0,0,0,1
1566-EGYRIY-B18,1,1,1,32,3,September,17,49,21,5,2,0,0,33,1,0,3.49650756146648,2,6.5,0.405405,-0.902868711542515,1.739595,0.553652327513256,1,5,0,-1,-1,1,8,0,0,0,0,0,0,8,1,4,12,3,3,1,0,14.3,1,1,0,1,1,21,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,3,4,4,0,8,3,1,1,2,0,10,3,9,232.1,2,76.59,1,3,25,0,10.6,2.36085400111802,267.1,5.58762312011592,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,0,0,1,0,0,0,0,1,1,15,1,1,1,0,1,1,1,0,1,0,0,0,9
3588-HQUWIG-3Q6,1,1,1,44,4,March,13,56,10,1,6,1,20,100,5,0,4.60517018598809,4,17,1.836,0.607589292198299,15.164,2.71892419765409,0,3,1,9,1,4,0,0,0,0,0,0,0,0,1,1,20,4,3,1,1,53.4,3,0,0,1,1,21,1,0,0,0,0,0,0,0,0,1,9,6,0,0,1,4,2,1,0,26,5,2,4,1,0,27,5,10,684.87,4,403.58,1,1,62,0,25.8,3.25037449192757,1565.65,7.35605635220961,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,19.5,2.9704144655697,1220,7.1066061377273,0,0,#NULL!,0,#NULL!,1,0,0,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,0,0,0,0,0,3
8233-AUAYDA-4I0,5,5,1,30,3,August,15,55,17,4,1,1,1,46,1,0,3.8286413964891,2,2.6,0.422188,-0.8623045665204,0.773812,-0.256426328952797,0,1,1,17,4,3,1,1,0,0,0,0,0,0,1,1,9,3,7,1,1,28.4,2,1,0,1,1,36,1,0,0,1,1,0,0,1,0,0,9,4,0,1,0,5,1,3,0,12,4,3,3,3,1,13,4,14,499.53,5,176.11,1,1,36,0,9.6,2.26176309847379,363.05,5.89454056582626,1,13.25,2.58399755243223,482.8,6.17960248922338,0,0,#NULL!,0,#NULL!,1,8.25,2.11021320034659,275,5.61677109766657,0,0,#NULL!,0,#NULL!,0,0,0,1,1,1,0,1,0,1,11,1,1,1,1,1,0,1,0,1,0,1,1,8
1983-VFOZZO-GBQ,1,1,0,33,3,June,10,55,11,1,6,1,8,38,3,0,3.63758615972639,2,2.3,0.251712,-1.37946970217279,0.622288,-0.474352270896763,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,10,3,3,1,1,15.7,1,0,1,1,1,22,1,0,1,0,0,0,0,1,0,0,9,4,0,0,1,2,3,3,0,2,2,5,4,1,1,2,2,11,241.92,2,49.38,1,3,6,0,2.95,1.08180517035173,16.45,2.80032547721138,1,11.25,2.42036812865043,60.25,4.09850257237076,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,1,1,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,1,6
2096-SROIDJ-QSM,4,3,0,75,6,May,13,46,16,3,3,0,15,13,4,1,2.56494935746154,1,11.7,0.495846,-0.701489884338274,1.025154,0.0248428452073259,0,2,0,-1,-1,1,1,0,1,0,0,0,0,0,1,3,51,5,3,0,0,6.1,1,0,0,1,1,27,1,0,1,0,0,0,0,0,0,0,9,4,0,0,0,3,4,1,0,40,5,5,3,3,0,29,5,6,172.82,3,99.25,0,2,72,0,42.15,3.74123468444786,3196.75,8.06988994769128,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,39.75,3.68260984110034,2820,7.94449216393216,0,0,#NULL!,0,#NULL!,1,0,0,3,0,0,0,0,0,1,10,1,1,1,0,1,0,0,0,1,0,0,0,5
2330-WBHHYE-GEB,2,2,0,70,6,October,12,60,9,1,2,0,2,9,2,1,2.19722457733622,1,7.1,0.410877,-0.88946137934912,0.228123,-1.4778703218071,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,27,5,2,0,1,5.6,1,1,0,1,1,21,1,0,1,0,0,0,0,1,0,0,9,4,0,0,1,2,1,2,0,20,5,5,3,2,1,14,4,11,169.11,5,101.3,0,3,36,0,13.5,2.60268968544438,517.85,6.24968562503489,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10
7380-VHAHLJ-W91,4,5,1,38,4,October,19,55,14,2,6,1,11,92,4,0,4.52178857704904,4,7.7,1.090936,0.0870360433520791,5.993064,1.79060280054467,0,2,1,11,1,3,9,0,1,0,0,0,0,8,0,2,12,3,3,1,0,41.9,3,0,1,1,1,32,1,0,0,0,0,0,0,1,0,0,9,6,0,1,1,2,3,3,0,17,5,3,3,3,0,8,3,10,372.85,3,139.66,0,1,40,0,12.15,2.49732916978656,465.85,6.14386369389643,1,45.75,3.82319179172153,1815.8,7.50428142093766,1,62.95,4.14234076049036,2412.9,7.78858462257813,1,18.25,2.9041650800285,770,6.64639051484773,1,63.35,4.14867490676715,2531.7,7.83664629283203,1,1,1,2,1,1,1,1,0,1,30,1,1,1,1,1,1,1,1,0,0,0,0,10
6985-KGVVOA-OBA,2,4,1,20,2,May,17,55,14,2,6,0,0,15,1,0,2.70805020110221,1,10.9,0.573885,-0.555326251167055,1.061115,0.0593202420711697,0,3,0,-1,-1,1,2,0,1,0,0,1,0,0,0,2,1,1,1,1,0,7,1,0,0,4,3,32,0,0,1,1,1,0,0,0,0,0,9,6,0,0,0,3,2,3,0,2,2,5,1,1,0,2,2,12,247.75,3,38.32,0,3,10,0,5.45,1.69561560867515,50.55,3.92296294546648,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,1,1,1,0,1,19,0,0,1,0,0,1,0,0,0,0,0,0,5
7666-WBLMFQ-66B,2,3,0,62,5,November,16,51,14,2,3,0,24,111,5,0,4.70953020131233,4,18.6,6.1938,1.82354879171746,14.4522,2.67084665210467,0,3,1,17,4,2,10,3,0,0,0,0,0,7,1,1,36,5,3,1,1,55.1,3,1,0,1,1,29,1,0,0,1,0,0,0,0,0,0,9,5,0,0,0,2,1,4,0,40,5,4,4,2,0,30,5,14,392.31,4,129.8,0,3,72,0,48.5,3.88156379794344,3589.7,8.18582391253093,1,43.5,3.77276093809464,3091.15,8.03629846893914,0,0,#NULL!,0,#NULL!,1,30,3.40119738166216,2195,7.69393732550927,0,0,#NULL!,0,#NULL!,1,0,0,1,1,1,1,1,0,1,25,1,1,1,0,1,0,0,0,1,0,0,0,11
2202-KYSYOB-DPU,2,1,0,31,3,March,15,56,19,4,1,0,2,59,2,0,4.07753744390572,3,20.1,1.944876,0.66519822182472,9.914124,2.29396040708522,1,2,0,-1,-1,1,1,0,1,0,0,0,0,0,0,2,7,2,3,1,0,40.3,3,0,1,1,1,26,1,0,0,0,0,0,0,0,0,0,9,3,1,0,1,1,3,4,0,13,4,2,3,4,0,13,4,13,1212.07,5,488.98,1,3,37,1,10.1,2.31253542384721,344.9,5.8432545199428,1,33.25,3.50405476710186,1220.15,7.10672908098914,1,38.35,3.64675452781327,1287.6,7.16053529942465,1,18,2.89037175789616,660,6.49223983502047,1,35.7,3.57515068878559,1321.75,7.18671189511556,1,1,1,2,0,1,0,1,1,1,12,1,1,1,1,1,1,1,1,1,0,0,0,3
5316-EUEWWK-5N2,5,2,1,39,4,October,11,45,16,3,5,0,3,63,2,0,4.14313472639153,3,12.7,2.864358,1.05234424128655,5.136642,1.63639955857581,0,1,1,14,2,2,0,0,0,0,0,0,0,0,0,1,9,3,3,1,0,33,2,0,0,1,1,27,1,0,0,1,0,0,0,1,0,0,3,4,0,0,1,4,4,4,0,21,5,2,4,1,0,21,5,10,297.23,8,157.32,1,1,60,0,19.75,2.98315349134713,1163.75,7.05940282859128,1,24,3.17805383034795,1332.25,7.19462452117689,1,34.3,3.53514535417189,2081.55,7.64086808748513,1,23.5,3.15700042115011,1420,7.25841215059531,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,1,0,0,1,0,0,0,10
4130-YIMCRN-1RY,5,3,1,26,3,June,13,49,19,4,1,0,0,54,1,0,3.98898404656427,3,1.7,0.304776,-1.1881781984273,0.613224,-0.489024993807138,0,1,1,16,3,3,7,0,0,0,0,0,0,7,1,3,6,2,3,0,0,33.4,2,0,0,1,1,22,1,0,0,0,1,0,0,1,0,0,9,2,1,0,1,2,4,3,0,8,3,3,3,1,0,7,3,9,108.09,1,15.63,0,1,18,0,5.85,1.76644166124377,125.95,4.83588500279862,0,0,#NULL!,0,#NULL!,1,31.6,3.45315712059287,554.6,6.31824713318168,1,27,3.29583686600433,445,6.09807428216624,0,0,#NULL!,0,#NULL!,0,0,0,4,0,0,0,0,1,1,16,1,1,1,1,1,1,1,0,1,1,0,0,6
1994-AVOXIF-6R4,3,1,1,36,4,July,18,50,14,2,4,0,5,22,2,0,3.09104245335832,1,6.1,0.41602,-0.877021942953455,0.92598,-0.0769026428413419,0,2,1,13,2,3,8,0,0,0,1,0,0,7,1,4,16,4,2,0,0,9.9,1,0,0,1,1,26,1,0,0,0,0,0,1,0,0,0,9,4,0,0,0,2,4,1,0,18,5,4,1,1,0,18,5,8,180.09,1,16.18,0,3,61,0,16.15,2.78192004966867,918.9,6.82317730250684,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,10.25,2.32727770558442,585,6.37161184723186,0,0,#NULL!,0,#NULL!,1,0,0,0,1,0,1,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,7
6006-TVOHVQ-EDA,2,1,0,41,4,November,16,48,21,5,6,0,10,47,3,0,3.85014760171006,2,30.6,1.323144,0.280010722747206,13.058856,2.56946652429946,0,4,0,-1,-1,3,3,2,1,0,0,0,0,0,0,2,2,1,4,0,0,20.9,2,0,0,1,1,31,1,0,0,0,0,0,0,1,0,1,9,4,0,0,1,2,2,4,1,2,2,4,3,1,1,1,1,7,220.25,4,141.84,1,1,2,1,3.3,1.19392246847243,5,1.6094379124341,0,0,#NULL!,0,#NULL!,1,35.7,3.57515068878559,38.2,3.64283551561253,0,0,#NULL!,0,#NULL!,1,20.55,3.02286094094224,22.15,3.09783749649114,1,1,1,4,0,0,0,0,1,1,18,0,1,1,0,1,1,1,0,0,0,0,0,11
5078-CDRQMJ-FI7,1,4,1,58,5,October,18,50,11,1,3,0,24,94,5,0,4.54329478227,4,11.1,2.879784,1.05771529133521,7.554216,2.02210581800378,0,4,0,-1,-1,2,1,0,1,0,0,0,0,0,1,1,35,5,3,1,1,48.7,3,1,0,1,1,21,1,0,0,0,0,0,0,0,0,0,9,6,1,1,1,5,3,3,0,24,5,4,4,1,0,18,5,9,249.09,5,217.27,0,3,48,0,17.45,2.85933964864844,824.55,6.71483778297478,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,1,1,1,0,1,17,1,1,1,0,0,1,0,0,0,0,0,0,10
5045-YGURXW-0M6,2,3,1,71,6,September,10,52,21,5,1,1,10,164,3,0,5.0998664278242,5,8.5,4.37716,1.47640011225849,9.56284,2.25788475407613,0,3,0,-1,-1,1,7,0,0,0,0,0,0,7,0,1,32,5,2,1,1,91.5,3,0,1,1,1,20,1,0,1,0,1,0,0,0,0,0,1,5,0,0,1,4,2,1,0,8,3,1,4,1,0,6,3,6,302.51,4,113.68,1,1,30,0,5.4,1.68639895357023,179.05,5.18766509644444,1,36.5,3.59731226058845,1115.4,7.01696836395545,0,0,#NULL!,0,#NULL!,1,21.5,3.06805293513362,550,6.30991827822652,1,39.6,3.67882911826043,1126.1,7.02651561470298,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,0,1,0,0,1,0,9
8234-QNEXDP-KGM,2,1,0,52,5,December,20,51,17,4,2,1,2,35,2,0,3.55534806148941,2,7.4,1.33903,0.291945471237738,1.25097,0.223919250381882,1,2,1,19,4,2,6,0,2,0,0,0,0,4,0,2,5,2,1,1,1,19.1,1,0,0,8,4,20,0,0,0,1,0,0,0,1,0,0,9,5,0,0,0,1,3,4,0,2,2,4,3,3,0,2,2,9,316.94,6,283.41,0,3,6,0,2.9,1.06471073699243,12.15,2.49732916978656,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,1,28,1,1,1,0,0,0,1,0,0,0,0,0,12
8743-SHDDFD-EUH,3,4,1,44,4,May,18,48,11,1,2,0,4,40,2,0,3.68887945411394,2,10.3,0.8858,-0.121264087493039,3.2342,1.17378160216171,0,5,1,11,1,5,0,0,0,0,0,0,0,0,1,1,21,4,3,1,1,21,2,0,0,1,1,21,1,0,0,0,0,0,0,0,0,1,9,4,0,0,0,3,1,2,1,20,5,2,3,3,0,17,5,11,277.67,3,60.35,1,3,39,0,10.05,2.30757263450508,406,6.00635315960173,1,39.75,3.68260984110034,1540.05,7.33957016241308,0,0,#NULL!,0,#NULL!,1,49.5,3.90197266957464,1930,7.56527528189893,0,0,#NULL!,0,#NULL!,0,0,0,0,1,1,1,1,0,1,24,1,1,1,0,0,0,0,0,0,1,0,0,5
0651-ATZFBF-ZY5,5,4,0,30,3,June,13,51,23,5,1,0,0,84,1,0,4.43081679884331,4,3.5,1.20246,0.184369458411255,1.73754,0.552470319774551,0,1,0,-1,-1,1,4,0,0,0,0,0,0,4,1,3,9,3,5,1,1,52.3,3,0,0,1,1,26,1,0,0,0,0,0,0,0,0,0,9,6,1,0,1,1,3,1,1,12,4,3,4,2,0,12,4,10,388.53,7,332.8,1,1,46,0,11.3,2.42480272571829,565.5,6.33771029555618,1,32.25,3.47351804324178,1471.25,7.29386765857449,1,42.9,3.75887182593397,1950.15,7.57566157167629,0,0,#NULL!,0,#NULL!,1,60.5,4.1026433650368,2640.2,7.87860995084666,1,1,1,2,1,1,0,1,1,1,20,1,1,1,1,1,1,1,1,0,0,0,1,6
4164-ADLCGZ-60K,2,3,0,67,6,July,19,45,15,3,3,0,25,11,5,1,2.39789527279837,1,13.7,0.185361,-1.68545000396536,1.321639,0.278872633034404,0,4,1,16,3,3,4,1,1,0,2,0,0,0,1,3,29,5,3,1,1,4.5,1,1,0,1,1,25,1,0,0,0,1,1,0,0,0,0,9,4,0,0,0,3,1,4,0,37,5,4,3,3,0,28,5,12,181.08,5,90.08,0,2,70,0,21.05,3.04690056012839,1438.35,7.2712519022678,1,18.5,2.91777073208428,1271.75,7.14814918370287,1,43.15,3.76468241752944,2939.25,7.98590972574785,1,22.5,3.11351530921037,1560,7.35244110024358,0,0,#NULL!,0,#NULL!,1,0,0,3,0,1,1,1,1,1,22,1,1,1,0,1,1,1,0,1,0,0,0,7
2196-UQAUYO-8X7,1,1,1,23,2,December,17,53,18,4,2,0,0,29,1,0,3.36729582998647,2,6.1,0.850889,-0.161473593698728,0.918111,-0.0854369806386003,1,1,0,-1,-1,2,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,13.9,1,1,0,1,1,19,1,0,0,0,0,0,0,0,0,0,9,4,1,0,1,1,2,4,1,5,2,2,1,4,0,5,2,9,378.87,6,340.81,1,3,38,1,6.85,1.92424865227413,274.45,5.6147690949959,1,12.5,2.52572864430826,428.55,6.06040741734489,1,36.4,3.59456877464269,1293.75,7.16530025701368,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,3,0,0,1,0,1,1,28,1,1,1,0,1,1,1,0,0,0,0,0,12
0501-ERCIKK-9B5,1,3,0,68,6,May,13,49,12,2,2,0,9,33,3,0,3.49650756146648,2,3.1,0.035805,-3.32966773052323,0.987195,-0.0128876906736618,0,3,1,10,1,2,6,0,0,0,0,0,0,6,0,1,30,5,0,-1,-1,-1,-1,-1,1,4,3,23,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,1,1,4,0,23,5,2,4,4,0,19,5,8,312.11,2,109.11,0,2,52,0,17.2,2.84490938381941,868.6,6.76688272010072,1,20,2.99573227355399,1075,6.98007594056176,0,0,#NULL!,0,#NULL!,1,48.5,3.88156379794344,2420,7.79152281915073,0,0,#NULL!,0,#NULL!,1,0,0,1,1,0,1,1,0,1,27,1,1,1,0,1,0,0,0,0,0,1,0,5
5416-LOTFWO-0ZY,5,3,0,36,4,October,17,43,18,4,5,0,4,64,2,0,4.15888308335967,3,5.6,0.28672,-1.24924914919557,3.29728,1.19309788617363,0,4,1,17,4,2,2,1,1,0,0,0,0,0,1,1,12,3,1,1,1,36.8,2,0,1,3,2,34,0,0,1,0,0,0,0,0,0,1,2,4,0,0,0,4,2,2,0,18,5,2,1,4,0,16,5,6,148.89,4,140.44,0,3,47,0,9.2,2.21920348405499,440.55,6.08802394631274,0,0,#NULL!,0,#NULL!,1,37.6,3.62700405039585,1773.8,7.48087941694235,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,1,0,4,1,1,0,0,1,1,19,1,1,1,0,1,1,0,1,0,0,0,0,10
0425-NJTSEF-LX0,4,4,0,38,4,October,16,47,14,2,2,0,2,20,2,0,2.99573227355399,1,2.9,0.27144,-1.30401415850616,0.30856,-1.17583896508216,0,1,1,14,2,3,1,1,0,0,0,0,0,0,0,1,7,2,1,1,0,9.8,1,0,1,3,2,31,0,0,1,1,0,0,0,0,1,0,9,3,1,0,1,4,2,1,0,13,4,3,1,1,0,11,4,15,359.28,1,16.62,0,3,29,0,10.85,2.38416507998647,329.6,5.79787979803532,1,27,3.29583686600433,820.45,6.70985297022116,0,0,#NULL!,0,#NULL!,1,13.25,2.58399755243223,430,6.06378520868761,0,0,#NULL!,0,#NULL!,0,0,0,3,0,1,0,1,0,1,20,1,1,1,0,1,0,0,0,0,0,0,0,10
5763-RCDQID-547,2,2,1,50,5,March,14,49,17,4,1,0,7,73,3,0,4.29045944114839,3,8.4,1.815072,0.596125136351491,4.316928,1.46254403818547,0,2,1,18,4,4,0,0,0,0,0,0,0,0,0,2,23,4,1,1,0,45.8,3,0,1,4,3,20,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,4,4,1,0,30,5,1,1,4,0,20,5,8,198.22,4,104.19,0,3,56,0,12.8,2.54944517092557,675.6,6.51560118493365,1,24.5,3.19867311755068,1322.9,7.18758157546833,0,0,#NULL!,0,#NULL!,1,8.75,2.16905370036952,480,6.17378610390194,0,0,#NULL!,0,#NULL!,1,0,0,0,1,1,1,1,0,1,26,1,1,1,0,0,1,1,0,0,0,0,0,3
8323-GCILHN-AA8,1,2,0,30,3,August,12,44,12,2,3,0,10,48,3,0,3.87120101090789,2,3.2,0.079872,-2.52732992567523,1.456128,0.375780857998365,0,3,1,13,2,2,6,0,4,2,0,0,0,0,1,3,7,2,3,0,0,22.6,2,0,1,1,1,21,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,2,4,0,11,4,5,2,3,0,7,3,12,153.15,6,171.42,1,3,13,1,7.95,2.07317192866624,119.9,4.78665806203347,1,13.5,2.60268968544438,204.65,5.32130120293841,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,0,0,1,1,1,1,1,0,1,17,1,1,1,0,1,0,0,0,1,0,0,0,8
6527-HMKPTS-6GV,1,1,0,22,2,May,15,60,14,2,3,0,1,16,1,0,2.77258872223978,1,17.2,1.111808,0.10598751905011,1.640192,0.49481330815431,0,2,0,-1,-1,1,7,1,0,0,0,0,0,6,1,4,3,2,2,1,1,11.4,1,0,1,1,1,28,1,0,1,0,0,0,0,0,0,1,9,2,1,0,0,2,1,2,0,4,2,1,2,3,1,4,2,11,278.37,7,132.08,0,1,53,1,10.2,2.32238772029023,537.95,6.28776561903992,1,32.25,3.47351804324178,1682.45,7.42800634339528,1,54.2,3.9926809084456,2827.25,7.94705978675144,1,22.75,3.12456514539696,1215,7.10249935577465,1,62.7,4.13836144763888,3202.7,8.07174948303089,1,1,1,4,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,0,0,1,1,5
9579-FZRGEU-RXE,4,4,0,20,2,March,15,56,10,1,6,0,2,20,2,0,2.99573227355399,1,12.1,1.03334,0.0327962744150825,1.38666,0.326897977901198,1,5,1,13,2,3,0,0,0,0,0,0,0,0,0,2,1,1,3,1,0,9.7,1,0,1,1,1,33,1,0,0,1,0,0,0,0,0,0,9,4,1,0,1,2,4,1,1,2,2,3,4,3,0,2,2,14,231.4,2,28.06,1,1,25,0,6.15,1.81645208181843,162.4,5.09006242772758,1,19.5,2.9704144655697,485.3,6.18476725641117,0,0,#NULL!,0,#NULL!,1,13.75,2.62103882411258,355,5.87211778947542,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,0,0,1,15,1,1,1,0,0,0,0,0,0,0,0,0,3
0647-UDEVCE-VKO,4,1,1,18,2,August,10,45,13,2,5,1,0,16,1,0,2.77258872223978,1,8.4,0.653184,-0.425896412980685,0.690816,-0.369881771426014,1,1,1,17,4,3,10,0,0,0,0,0,0,10,0,2,0,1,3,1,1,7.8,1,0,0,1,1,20,1,0,0,0,0,0,0,0,0,0,2,7,1,1,0,2,4,3,0,0,1,3,4,4,1,0,1,14,369.79,3,55.42,1,1,7,0,24.85,3.21285775254264,161.8,5.08636100462439,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,5.75,1.74919985480926,50,3.91202300542815,0,0,#NULL!,0,#NULL!,0,0,0,0,0,1,1,0,0,1,27,1,1,1,0,0,0,1,0,1,0,0,0,8
8586-VGOASR-CYX,1,2,0,42,4,May,16,50,16,3,1,0,4,44,2,0,3.78418963391826,2,9.9,1.332936,0.287384028040958,3.023064,1.10627088659538,1,2,1,13,2,5,3,3,0,0,0,0,0,0,1,1,10,3,2,1,1,23,2,1,1,4,3,32,0,0,0,1,0,0,0,1,0,1,9,5,0,0,0,4,4,1,0,20,5,3,3,1,0,13,4,15,564.1,4,152.36,0,3,44,0,17.35,2.85359250639287,755.8,6.62777679091539,0,0,#NULL!,0,#NULL!,1,23.3,3.14845336057165,1005.35,6.91309101857166,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,1,0,0,0,0,1,1,24,1,1,1,0,1,1,1,0,1,0,1,0,5
7479-ZIKHKI-FQF,5,5,1,46,4,March,19,46,17,4,4,0,11,101,4,0,4.61512051684126,4,7.8,2.741544,1.00852126534105,5.136456,1.63636334749323,0,4,0,-1,-1,2,0,0,0,0,0,0,0,0,1,1,22,4,4,1,1,36.7,2,1,0,1,1,24,1,1,0,1,0,1,0,1,0,0,9,5,0,0,1,1,1,2,0,9,3,2,4,3,0,7,3,12,674.94,7,353.45,0,1,18,1,7.05,1.95302761682418,133.2,4.89185175810629,1,21.5,3.06805293513362,354.05,5.86943814609778,1,29.2,3.37416870927424,508.2,6.23087507088606,1,5.75,1.74919985480926,115,4.74493212836325,0,0,#NULL!,0,#NULL!,1,0,0,3,1,1,0,0,1,1,17,1,1,1,0,1,1,1,1,1,0,0,0,3
8241-AADOML-N1L,5,2,0,43,4,March,17,41,16,3,2,0,6,43,3,0,3.76120011569356,2,10.6,0.733838,-0.309466983174182,3.824162,1.34133935830856,0,4,0,-1,-1,1,2,0,1,1,0,0,0,0,1,2,21,4,1,1,1,26.9,2,1,0,4,3,27,1,0,0,1,0,0,1,0,0,0,9,4,0,1,1,1,3,1,0,25,5,4,2,3,1,17,5,15,1035.83,8,462.96,1,3,59,0,10.55,2.35612585992208,568,6.34212141872115,1,29,3.36729582998647,1737.8,7.46037522440511,1,40.95,3.71235181029908,2324.2,7.75113117278877,1,25.5,3.23867845216438,1405,7.24779258176785,0,0,#NULL!,0,#NULL!,1,0,0,2,1,1,1,0,0,1,25,1,1,1,1,1,1,1,0,1,0,0,1,3
8941-OIVZZV-HQ4,1,4,1,34,3,May,16,52,10,1,1,0,4,28,2,0,3.3322045101752,2,14.4,1.395072,0.332946026844655,2.636928,0.969614603244129,0,2,0,-1,-1,1,3,3,0,0,0,0,0,0,1,1,13,3,3,1,1,13.1,1,1,0,1,1,33,1,1,1,1,0,0,0,0,0,1,9,4,1,0,0,2,4,2,0,13,4,1,4,4,0,9,3,15,499.03,4,106.36,0,1,29,0,4.95,1.5993875765806,127.8,4.85046654194343,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,1,0,0,0,0,0,1,23,1,1,1,0,1,0,0,0,1,0,0,0,5
2117-GXWTHT-H83,1,2,1,50,5,December,17,54,16,3,2,1,2,51,2,0,3.93182563272433,3,1.4,0.101388,-2.28880053802343,0.612612,-0.490023496136728,0,1,1,15,3,5,0,0,0,0,0,0,0,0,0,2,8,3,1,1,1,24,2,0,0,3,2,36,0,0,1,0,0,0,0,0,0,0,9,2,1,0,0,4,3,3,0,8,3,2,4,4,0,6,3,15,376.99,5,93.33,1,3,12,0,5.15,1.63899671467564,61.9,4.12552017969055,0,0,#NULL!,0,#NULL!,1,19.25,2.95751106073379,232.65,5.44953517829066,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,4,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,12
